iter	Passed	Remaining
289	30667	102260
290	30740	102047
291	30809	101818
292	30881	101603
293	30952	101385
294	31033	101200
295	31123	101046
296	31232	100954
297	31309	100758
298	31379	100540
299	31450	100327
300	31520	100111
301	31588	99892
302	31664	99696
303	31739	99500
304	31808	99285
305	31880	99079
306	31951	98873
307	32020	98660
308	32103	98491
309	32174	98287
310	32244	98082
311	32315	97877
312	32429	97805
313	32526	97682
314	32594	97471
315	32669	97284
316	32739	97082
317	32808	96878
318	32877	96673
319	32947	96474
320	33014	96267
321	33093	96093
322	33172	95924
323	33242	95726
324	33313	95533
325	33384	95339
326	33454	95146
327	33522	94946
328	33592	94752
329	33668	94576
330	33739	94387
331	33808	94195
332	33883	94020
333	33954	93833
334	34023	93641
335	34095	93458
336	34179	93308
337	34251	93127
338	34320	92939
339	34399	92777
340	34472	92599
341	34539	92407
342	34606	92216
343	34684	92055
344	34758	91883
345	34826	91697
346	34894	91508
347	34962	91325
348	35048	91185
349	35118	91006
350	35187	90826
351	35265	90667
352	35393	90640
353	35517	90600
354	35596	90446
355	35668	90273
356	35743	90108
357	35811	89928
358	35879	89749
359	35947	89569
360	36014	89388
361	36095	89241
362	36166	89072
363	36235	88897
364	36306	88727
365	36375	88553
366	36444	88380
367	36513	88207
368	36622	88131
369	36736	88068
370	36808	87904
371	36879	87737
372	36949	87568
373	37020	87403
374	37088	87233
375	37214	87196
376	37299	87065
377	37368	86897
378	37439	86734
379	37507	86562
380	37618	86493
381	37824	86639
382	37973	86655
383	38105	86629
384	38187	86491
385	38261	86336
386	38331	86170
387	38402	86009
388	38471	85844
389	38541	85680
390	38610	85516
391	38719	85439
392	38822	85351
393	38947	85309
394	39059	85238
395	39127	85073
396	39199	84915
397	39269	84755
398	39341	84598
399	39415	84446
400	39494	84306
401	39564	84148
402	39633	83988
403	39706	83836
404	39798	83723
405	39919	83672
406	39996	83531
407	40065	83370
408	40133	83211
409	40203	83054
410	40273	82899
411	40341	82739
412	40413	82588
413	40493	82453
414	40562	82298
415	40630	82139
416	40703	81992
417	40779	81852
418	40851	81703
419	40921	81550
420	40990	81397
421	41061	81247
422	41130	81094
423	41200	80942
424	41268	80788
425	41337	80636
426	41404	80482
427	41473	80330
428	41554	80203
429	41625	80057
430	41700	79917
431	41771	79771
432	41893	79723
433	41991	79629
434	42060	79480
435	42129	79331
436	42199	79183
437	42271	79041
438	42340	78894
439	42410	78748
440	42479	78601
441	42557	78471
442	42630	78331
443	42702	78192
444	42770	78043
445	42847	77913
446	42923	77780
447	43157	77933
448	43311	77942
449	43446	77913
450	43583	77890
451	43726	77875
452	43816	77767
453	43889	77627
454	43960	77485
455	44031	77345
456	44102	77202
457	44176	77066
458	44250	76931
459	44321	76791
460	44391	76650
461	44472	76527
462	44546	76392
463	44617	76253
464	44689	76116
465	44762	75980
466	44839	75852
467	44911	75715
468	44979	75573
469	45064	75458
470	45133	75317
471	45205	75182
472	45272	75039
473	45342	74900
474	45410	74759
475	45480	74622
476	45547	74480
477	45619	74346
478	45691	74213
479	45773	74096
480	45917	74079
481	46060	74060
482	46188	74016
483	46317	73974
484	46408	73870
485	46479	73736
486	46552	73605
487	46623	73470
488	46703	73350
489	46776	73219
490	46846	73084
491	46924	72962
492	46995	72828
493	47064	72693
494	47147	72579
495	47231	72466
496	47327	72372
497	47415	72266
498	47487	72135
499	47557	72001
500	47627	71869
501	47704	71747
502	47773	71612
503	47846	71484
504	47922	71361
505	47994	71232
506	48062	71099
507	48133	70968
508	48219	70861
509	48293	70735
510	48409	70672
511	48502	70575
512	48571	70442
513	48642	70313
514	48716	70190
515	48833	70127
516	48906	70000
517	48981	69879
518	49049	69746
519	49118	69616
520	49189	69488
521	49302	69419
522	49427	69368
523	49566	69337
524	49640	69212
525	49713	69088
526	49781	68957
527	49850	68827
528	49919	68698
529	49998	68582
530	50065	68451
531	50133	68321
532	50242	68247
533	50335	68150
534	50407	68026
535	50480	67903
536	50601	67845
537	50743	67815
538	50874	67769
539	50963	67668
540	51032	67540
541	51101	67412
542	51169	67283
543	51239	67157
544	51305	67026
545	51374	66899
546	51441	66770
547	51512	66646
548	51642	66599
549	51816	66607
550	51974	66595
551	52118	66564
552	52294	66574
553	52436	66539
554	52569	66492
555	52719	66467
556	52855	66425
557	52987	66376
558	53130	66342
559	53263	66293
560	53398	66248
561	53531	66200
562	53784	66299
563	53975	66321
564	54248	66442
565	54483	66516
566	54744	66619
567	54919	66618
568	55046	66559
569	55196	66526
570	55326	66469
571	55457	66413
572	55581	66348
573	55714	66295
574	55856	66251
575	55987	66193
576	56130	66149
577	56403	66259
578	56650	66337
579	56799	66298
580	56930	66239
581	57063	66181
582	57191	66118
583	57330	66067
584	57479	66027
585	57620	65978
586	57755	65922
587	57904	65880
588	58055	65842
589	58239	65839
590	58368	65775
591	58490	65702
592	58631	65651
593	58779	65606
594	59013	65658
595	59436	65918
596	59823	66136
597	60126	66259
598	60395	66344
599	60918	66705
600	61143	66739
601	61448	66857
602	61618	66830
603	61741	66750
604	61886	66694
605	62017	66622
606	62151	66554
607	62285	66485
608	62416	66414
609	62544	66338
610	62686	66277
611	62802	66189
612	62942	66125
613	63073	66052
614	63218	65993
615	63355	65926
616	63504	65872
617	63634	65796
618	63763	65721
619	63898	65650
620	64040	65587
621	64149	65490
622	64214	65347
623	64282	65209
624	64355	65076
625	64423	64937
626	64509	64817
627	64588	64691
628	64663	64560
629	64735	64426
630	64803	64289
631	64873	64154
632	64941	64017
633	65026	63898
634	65155	63821
635	65253	63714
636	65322	63579
637	65394	63446
638	65460	63309
639	65557	63201
640	65695	63133
641	65823	63055
642	65894	62922
643	65962	62787
644	66032	62653
645	66100	62519
646	66168	62384
647	66243	62256
648	66312	62123
649	66381	61990
650	66449	61856
651	66517	61722
652	66585	61588
653	66661	61462
654	66730	61331
655	66799	61198
656	66925	61119
657	67021	61011
658	67088	60878
659	67156	60745
660	67223	60613
661	67294	60483
662	67374	60362
663	67441	60229
664	67508	60097
665	67578	59968
666	67656	59846
667	67733	59723
668	67829	59616
669	67916	59502
670	67982	59370
671	68092	59277
672	68236	59212
673	68357	59128
674	68497	59059
675	68566	58930
676	68642	58807
677	68710	58677
678	68778	58547
679	68843	58415
680	68912	58287
681	69003	58177
682	69130	58097
683	69245	58008
684	69314	57880
685	69382	57751
686	69457	57628
687	69527	57501
688	69597	57374
689	69673	57253
690	69740	57124
691	69808	56997
692	69888	56879
693	69954	56750
694	70026	56625
695	70155	56547
696	70241	56435
697	70322	56318
698	70445	56235
699	70511	56107
700	70579	55980
701	70658	55862
702	70726	55735
703	70795	55610
704	70867	55487
705	70946	55370
706	71082	55297
707	71221	55227
708	71354	55150
709	71505	55089
710	71639	55014
711	71801	54960
712	71936	54885
713	72017	54769
714	72109	54662
715	72222	54570
716	72308	54458
717	72376	54333
718	72442	54206
719	72510	54080
720	72577	53954
721	72646	53831
722	72719	53709
723	72786	53584
724	72855	53460
725	72921	53334
726	72991	53212
727	73059	53088
728	73126	52964
729	73233	52868
730	73334	52768
731	73435	52668
732	73501	52544
733	73568	52420
734	73634	52295
735	73707	52176
736	73774	52052
737	73839	51928
738	73907	51805
739	73980	51686
740	74046	51562
741	74114	51440
742	74186	51321
743	74253	51199
744	74359	51103
745	74483	51019
746	74613	50941
747	74757	50870
748	74876	50784
749	74944	50662
750	75012	50541
751	75091	50427
752	75162	50307
753	75240	50193
754	75303	50069
755	75369	49947
756	75433	49824
757	75503	49704
758	75618	49615
759	75700	49503
760	75778	49390
761	75846	49270
762	75914	49150
763	75985	49032
764	76054	48913
765	76120	48792
766	76198	48679
767	76271	48563
768	76339	48444
769	76405	48324
770	76519	48233
771	76656	48158
772	76806	48091
773	76943	48014
774	77010	47895
775	77079	47777
776	77147	47658
777	77214	47539
778	77293	47428
779	77361	47309
780	77429	47191
781	77496	47072
782	77567	46956
783	77636	46839
784	77705	46722
785	77780	46608
786	77868	46503
787	77980	46412
788	78050	46296
789	78119	46179
790	78192	46065
791	78267	45952
792	78340	45838
793	78408	45722
794	78477	45605
795	78548	45490
796	78617	45375
797	78688	45260
798	78760	45147
799	78836	45035
800	78906	44920
801	78977	44806
802	79086	44713
803	79157	44599
804	79226	44484
805	79293	44368
806	79374	44260
807	79441	44144
808	79510	44030
809	79580	43916
810	79649	43802
811	79719	43688
812	79846	43606
813	79978	43526
814	80061	43419
815	80139	43310
816	80250	43219
817	80341	43117
818	80410	43003
819	80478	42888
820	80546	42775
821	80617	42662
822	80685	42548
823	80799	42458
824	80922	42373
825	81029	42280
826	81170	42204
827	81289	42117
828	81385	42018
829	81454	41905
830	81523	41791
831	81593	41679
832	81664	41567
833	81730	41453
834	81800	41341
835	81875	41231
836	81943	41118
837	82010	41005
838	82079	40893
839	82147	40780
840	82215	40667
841	82299	40563
842	82420	40476
843	82489	40365
844	82559	40254
845	82630	40143
846	82700	40032
847	82769	39920
848	82838	39809
849	82915	39701
850	82984	39590
851	83052	39479
852	83120	39367
853	83188	39256
854	83257	39145
855	83344	39043
856	83469	38958
857	83591	38873
858	83716	38788
859	83790	38679
860	83859	38569
861	83934	38461
862	84002	38351
863	84071	38240
864	84145	38132
865	84215	38023
866	84285	37914
867	84357	37805
868	84438	37701
869	84510	37592
870	84581	37483
871	84689	37391
872	84816	37307
873	84938	37221
874	85060	37134
875	85200	37056
876	85329	36972
877	85453	36887
878	85573	36799
879	85674	36703
880	85776	36608
881	85886	36516
882	85990	36421
883	86106	36332
884	86172	36221
885	86238	36111
886	86307	36001
887	86381	35894
888	86448	35785
889	86515	35675
890	86584	35566
891	86652	35457
892	86719	35348
893	86807	35247
894	86927	35159
895	87053	35073
896	87168	34983
897	87235	34874
898	87303	34765
899	87372	34657
900	87450	34552
901	87518	34444
902	87586	34336
903	87651	34226
904	87718	34118
905	87785	34009
906	87852	33901
907	87922	33793
908	88052	33709
909	88183	33625
910	88317	33543
911	88449	33459
912	88547	33362
913	88614	33254
914	88681	33146
915	88747	33038
916	88814	32930
917	88881	32822
918	88948	32714
919	89020	32608
920	89134	32517
921	89200	32410
922	89265	32301
923	89332	32194
924	89401	32087
925	89515	31997
926	89648	31913
927	89777	31828
928	89884	31735
929	89991	31642
930	90065	31537
931	90134	31431
932	90200	31323
933	90267	31216
934	90383	31126
935	90503	31037
936	90636	30953
937	90768	30868
938	90920	30790
939	91056	30707
940	91239	30639
941	91477	30589
942	91618	30507
943	91750	30421
944	91887	30337
945	92014	30250
946	92161	30168
947	92296	30084
948	92430	29998
949	92570	29915
950	92738	29840
951	92870	29753
952	93007	29668
953	93148	29584
954	93280	29498
955	93408	29409
956	93544	29324
957	93687	29240
958	93816	29152
959	93951	29066
960	94147	28998
961	94314	28921
962	94450	28835
963	94580	28747
964	94713	28659
965	94855	28574
966	94986	28486
967	95114	28396
968	95256	28311
969	95384	28222
970	95533	28138
971	95659	28048
972	95795	27960
973	95940	27875
974	96071	27786
975	96216	27701
976	96342	27611
977	96471	27521
978	96669	27450
979	96879	27383
980	97011	27293
981	97135	27201
982	97267	27112
983	97396	27021
984	97532	26932
985	97659	26841
986	97801	26754
987	98092	26707
988	98333	26646
989	98596	26591
990	99011	26576
991	99508	26582
992	99777	26526
993	99975	26452
994	100281	26405
995	100948	26453
996	101133	26373
997	101260	26279
998	101327	26168
999	101396	26059
1000	101467	25949
1001	101543	25841
1002	101612	25732
1003	101678	25622
1004	101749	25513
1005	101821	25404
1006	101891	25295
1007	102021	25201
1008	102095	25093
1009	102163	24984
1010	102230	24875
1011	102298	24765
1012	102364	24656
1013	102433	24547
1014	102516	24442
1015	102589	24334
1016	102656	24225
1017	102724	24116
1018	102830	24017
1019	102933	23916
1020	103008	23810
1021	103083	23703
1022	103149	23594
1023	103215	23485
1024	103283	23377
1025	103352	23269
1026	103421	23161
1027	103493	23054
1028	103582	22951
1029	103648	22842
1030	103716	22735
1031	103801	22631
1032	103918	22534
1033	103989	22427
1034	104060	22320
1035	104127	22212
1036	104195	22105
1037	104262	21997
1038	104332	21890
1039	104399	21783
1040	104471	21677
1041	104545	21571
1042	104626	21466
1043	104692	21359
1044	104761	21253
1045	104876	21155
1046	105005	21061
1047	105133	20966
1048	105265	20872
1049	105381	20775
1050	105461	20670
1051	105537	20565
1052	105610	20460
1053	105679	20353
1054	105746	20247
1055	105819	20141
1056	105889	20035
1057	105961	19930
1058	106031	19824
1059	106103	19719
1060	106172	19613
1061	106255	19510
1062	106329	19405
1063	106399	19299
1064	106470	19194
1065	106539	19089
1066	106615	18985
1067	106683	18879
1068	106752	18774
1069	106822	18669
1070	106891	18563
1071	106996	18464
1072	107147	18373
1073	107338	18289
1074	107523	18204
1075	107609	18101
1076	107675	17995
1077	107741	17890
1078	107807	17784
1079	107874	17679
1080	107940	17574
1081	108010	17469
1082	108077	17364
1083	108151	17260
1084	108258	17161
1085	108352	17061
1086	108431	16958
1087	108500	16853
1088	108571	16749
1089	108645	16645
1090	108714	16541
1091	108780	16436
1092	108847	16332
1093	108912	16227
1094	108982	16123
1095	109048	16019
1096	109116	15914
1097	109185	15810
1098	109294	15712
1099	109364	15609
1100	109437	15506
1101	109516	15403
1102	109590	15300
1103	109669	15198
1104	109737	15095
1105	109808	14991
1106	109877	14888
1107	109949	14785
1108	110018	14682
1109	110089	14579
1110	110177	14478
1111	110277	14379
1112	110346	14276
1113	110414	14173
1114	110490	14071
1115	110588	13972
1116	110724	13877
1117	110841	13780
1118	110913	13678
1119	110984	13575
1120	111053	13473
1121	111122	13370
1122	111190	13267
1123	111261	13165
1124	111331	13062
1125	111405	12961
1126	111478	12859
1127	111561	12758
1128	111637	12656
1129	111706	12554
1130	111777	12452
1131	111882	12354
1132	112023	12260
1133	112140	12163
1134	112234	12063
1135	112357	11967
1136	112431	11866
1137	112516	11765
1138	112668	11672
1139	112746	11571
1140	112818	11469
1141	112889	11368
1142	112958	11266
1143	113027	11164
1144	113096	11062
1145	113164	10960
1146	113232	10859
1147	113299	10757
1148	113367	10655
1149	113438	10554
1150	113506	10453
1151	113576	10351
1152	113660	10252
1153	113727	10150
1154	113795	10049
1155	113862	9948
1156	113929	9846
1157	113993	9745
1158	114064	9644
1159	114176	9547
1160	114315	9452
1161	114439	9356
1162	114514	9255
1163	114581	9154
1164	114646	9053
1165	114729	8954
1166	114795	8853
1167	114863	8752
1168	114930	8651
1169	114997	8551
1170	115064	8450
1171	115130	8349
1172	115196	8249
1173	115265	8149
1174	115355	8050
1175	115493	7954
1176	115637	7859
1177	115772	7764
1178	115894	7667
1179	116033	7571
1180	116151	7474
1181	116282	7378
1182	116412	7281
1183	116535	7185
1184	116619	7085
1185	116703	6986
1186	116784	6887
1187	116852	6786
1188	116920	6686
1189	116990	6586
1190	117059	6486
1191	117125	6386
1192	117194	6287
1193	117261	6187
1194	117360	6088
1195	117494	5992
1196	117606	5895
1197	117718	5797
1198	117821	5699
1199	117932	5601
1200	118003	5502
1201	118072	5402
1202	118145	5303
1203	118216	5203
1204	118285	5104
1205	118402	5007
1206	118496	4908
1207	118566	4809
1208	118687	4712
1209	118829	4615
1210	118961	4518
1211	119069	4420
1212	119148	4321
1213	119214	4222
1214	119310	4124
1215	119389	4025
1216	119458	3926
1217	119526	3827
1218	119593	3728
1219	119662	3629
1220	119732	3530
1221	119807	3431
1222	119886	3332
1223	119954	3234
1224	120095	3137
1225	120242	3040
1226	120356	2942
1227	120464	2844
1228	120533	2746
1229	120602	2647
1230	120682	2548
1231	120750	2450
1232	120826	2351
1233	120891	2253
1234	120961	2154
1235	121028	2056
1236	121096	1957
1237	121161	1859
1238	121240	1761
1239	121310	1663
1240	121451	1565
1241	121587	1468
1242	121671	1370
1243	121738	1272
1244	121814	1174
1245	121881	1075
1246	121950	977
1247	122016	879
1248	122084	781
1249	122152	684
1250	122222	586
1251	122290	488
1252	122371	390
1253	122440	292
1254	122508	195
1255	122575	97
1256	122692	0
